design_matrix_id,botanical_entry_id,food_forest_layer,canonical_layer_primary,canonical_layer_secondary,layer_stack_tags,guild_role,shade_tolerance,water_need,companion_tags,notes,source_table,source_row
SDM-BOT-BR-0288,BOT-BR-0288,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,104568
SDM-BOT-BR-0289,BOT-BR-0289,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,low_to_medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,4312
SDM-BOT-BR-0290,BOT-BR-0290,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,10027
SDM-BOT-BR-0291,BOT-BR-0291,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium_to_high,Restinga soil binder; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,16760
SDM-BOT-BR-0292,BOT-BR-0292,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Ubatuba small-tree nurse canopy; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,21005
SDM-BOT-BR-0293,BOT-BR-0293,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,14466
SDM-BOT-BR-0294,BOT-BR-0294,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium_to_high,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,20356
SDM-BOT-BR-0295,BOT-BR-0295,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,13092
SDM-BOT-BR-0296,BOT-BR-0296,Climber,climber,,primary:climber;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,climber;structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,13095
SDM-BOT-BR-0297,BOT-BR-0297,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,13104
SDM-BOT-BR-0298,BOT-BR-0298,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:mixed_layer;plant_type:other;secondary:aquatic_marginal;size:M,nitrogen_fixer,medium_to_high,medium,Homegarden companion guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,13106
SDM-BOT-BR-0299,BOT-BR-0299,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,nitrogen_fixer,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,106278
SDM-BOT-BR-0300,BOT-BR-0300,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,13116
SDM-BOT-BR-0301,BOT-BR-0301,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:mixed_layer;plant_type:other;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Homegarden companion guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,13117
SDM-BOT-BR-0302,BOT-BR-0302,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:succulent_layer;plant_type:succulent_cactus;secondary:aquatic_marginal;size:M,xeric_support,low,low_to_medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,1463
SDM-BOT-BR-0303,BOT-BR-0303,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:succulent_layer;plant_type:succulent_cactus;secondary:aquatic_marginal;size:M,xeric_support,medium_to_high,low_to_medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,1466
SDM-BOT-BR-0304,BOT-BR-0304,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,fruit_producer;structural,medium_to_high,medium,Ubatuba small-tree nurse canopy; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,102866
SDM-BOT-BR-0305,BOT-BR-0305,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber;xeric_support,medium_to_high,low,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,82115
SDM-BOT-BR-0306,BOT-BR-0306,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:mixed_layer;plant_type:other;secondary:aquatic_marginal;size:M,fruit_producer,medium_to_high,low_to_medium,Homegarden companion guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,409
SDM-BOT-BR-0307,BOT-BR-0307,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,wetland_filter,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13879
SDM-BOT-BR-0308,BOT-BR-0308,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,xeric_support,medium_to_high,low,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13881
SDM-BOT-BR-0309,BOT-BR-0309,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium_to_high,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13883
SDM-BOT-BR-0310,BOT-BR-0310,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13889
SDM-BOT-BR-0311,BOT-BR-0311,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,13696
SDM-BOT-BR-0312,BOT-BR-0312,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,medium_to_high,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,13697
SDM-BOT-BR-0313,BOT-BR-0313,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,13701
SDM-BOT-BR-0314,BOT-BR-0314,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,13702
SDM-BOT-BR-0315,BOT-BR-0315,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,13713
SDM-BOT-BR-0316,BOT-BR-0316,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,13717
SDM-BOT-BR-0317,BOT-BR-0317,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Riparian/wetland stabilizer; Pollinator support guild; Homegarden companion guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13126
SDM-BOT-BR-0318,BOT-BR-0318,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:succulent_layer;plant_type:succulent_cactus;secondary:aquatic_marginal;size:M,xeric_support,medium_to_high,medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,1472
SDM-BOT-BR-0319,BOT-BR-0319,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,108425
SDM-BOT-BR-0320,BOT-BR-0320,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,108426
SDM-BOT-BR-0321,BOT-BR-0321,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,xeric_support,medium_to_high,low,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,116307
SDM-BOT-BR-0322,BOT-BR-0322,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,281523
SDM-BOT-BR-0323,BOT-BR-0323,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,low_to_medium,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,116321
SDM-BOT-BR-0324,BOT-BR-0324,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,116361
SDM-BOT-BR-0325,BOT-BR-0325,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,medium_to_high,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,22509
SDM-BOT-BR-0326,BOT-BR-0326,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium_to_high,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,16915
SDM-BOT-BR-0327,BOT-BR-0327,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,457
SDM-BOT-BR-0328,BOT-BR-0328,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,461
SDM-BOT-BR-0329,BOT-BR-0329,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,469
SDM-BOT-BR-0330,BOT-BR-0330,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,103061
SDM-BOT-BR-0331,BOT-BR-0331,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,6947
SDM-BOT-BR-0332,BOT-BR-0332,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,6952
SDM-BOT-BR-0333,BOT-BR-0333,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,6955
SDM-BOT-BR-0334,BOT-BR-0334,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,103307
SDM-BOT-BR-0335,BOT-BR-0335,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,104138
SDM-BOT-BR-0336,BOT-BR-0336,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;xeric_support,medium_to_high,low,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,16072
SDM-BOT-BR-0337,BOT-BR-0337,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,16776
SDM-BOT-BR-0338,BOT-BR-0338,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,8045
SDM-BOT-BR-0339,BOT-BR-0339,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,fruit_producer;wetland_filter,medium_to_high,medium_to_high,Riparian/wetland stabilizer; Nitrogen input guild; Homegarden companion guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,18460
SDM-BOT-BR-0340,BOT-BR-0340,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium_to_high,Rocky outcrop resilience guild; Nitrogen input guild; Homegarden companion guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,82986
SDM-BOT-BR-0341,BOT-BR-0341,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,xeric_support,low,low,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,17510
SDM-BOT-BR-0342,BOT-BR-0342,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:subshrub_herb;secondary:aquatic_marginal;size:S,wetland_filter;xeric_support,medium_to_high,low,Riparian/wetland stabilizer; Pollinator support guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,17514
SDM-BOT-BR-0343,BOT-BR-0343,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,xeric_support,low,low,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,17534
